sample	bgc	bgc_class	rpkm_norm	coverage	sample_subject	sample_bodysite
LKMB002-2-053_S144	"gb|SMGC_305.c00011_NODE_24...region002|GC_DNA--Entryname=terpene--OS=24_length_73055_cov_17_542562--SMASHregion=region002--NR=9"	terpene	541.553731863	0.659561218624	S019	Moist_Na
LKMB002-2-053_S144	"gb|LK1116_5.region001|GC_DNA--Entryname=T3PKS--OS=length=153525--SMASHregion=region001--NR=8--BG=2"	T3PKS	4120.0440625	0.993758527593	S019	Moist_Na
LKMN002-3-23_S226	"gb|LK1289_14.region001|GC_DNA--Entryname=T1PKS--OS=length=68367--SMASHregion=region001--NR=22--BG=11"	T1PKS	237.314752078	0.599636493654	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK441_6.region001|GC_DNA--Entryname=betalactone--OS=length=52972--SMASHregion=region001--NR=58"	betalactone	111.201402848	0.642309657639	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_278.c00258_NODE_48...region001|GC_DNA--Entryname=RiPP-like--OS=489_length_3853_cov_3_462085--SMASHregion=region001--NR=2"	RiPP-like	2254.6651102	0.999480923955	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK523_3.region001|GC_DNA--Entryname=NRPS--OS=length=263405--SMASHregion=region001--NR=7"	NRPS	980.737566956	0.986833177848	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1147_1.region001|GC_DNA--Entryname=terpene--OS=length=100600--SMASHregion=region001--NR=62--BG=3"	terpene	145.673297383	0.728151606701	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK948_6.region002|GC_DNA--Entryname=terpene--OS=length=136162--SMASHregion=region002--NR=4"	terpene	123.775606079	0.553994607634	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1137_29.region001|GC_DNA--Entryname=RiPP-like--OS=length=9633--SMASHregion=region001--NR=1"	RiPP-like	5109.56556228	0.977877813505	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_301.c00004_NODE_4_...region001|GC_DNA--Entryname=T1PKS--OS=4_length_291839_cov_14_744767--SMASHregion=region001--NR=2--BG=2"	T1PKS	142.494322003	0.63761579988	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_487.c00091_NODE_68...region001|GC_DNA--Entryname=NRPS--OS=6838_length_7811_cov_20_252837--SMASHregion=region001--NR=3"	NRPS	173.707360624	0.805658686468	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_219.c00003_NODE_15...region001|GC_DNA--Entryname=lanthipeptide-class-i--OS=15_length_169860_cov_14_661771--SMASHregion=region001--NR=1"	lanthipeptide-class-i	316.160210953	0.87308392553	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1255_4.region001|GC_DNA--Entryname=NRPS--OS=length=286024--SMASHregion=region001--NR=2"	NRPS	223.220352391	0.837492314542	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK430_33.region001|GC_DNA--Entryname=NAPAA--OS=length=26564--SMASHregion=region001--NR=64--BG=4"	NAPAA	132.669367373	0.669552778196	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK941_25.region001|GC_DNA--Entryname=RRE-containing--OS=length=34065--SMASHregion=region001--NR=1"	RRE-containing	76.7406094414	0.507881656805	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_86.c00019_NODE_19...region001|GC_DNA--Entryname=NRPS--OS=19_length_32311_cov_19_310376_pilon--SMASHregion=region001--NR=5"	NRPS	125.160250795	0.659434867383	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_20.c00006_NODE_19...region002|GC_DNA--Entryname=lanthipeptide-class-v--OS=19_length_133285_cov_20_362313--SMASHregion=region002--NR=1"	lanthipeptide-class-v	191.733211998	0.786717335154	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK952_6.region001|GC_DNA--Entryname=RiPP-like--OS=length=186537--SMASHregion=region001--NR=1"	RiPP-like	155.052373008	0.525717063685	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1382_15.region001|GC_DNA--Entryname=siderophore--OS=length=40529--SMASHregion=region001--NR=56"	siderophore	152.599476249	0.695758702264	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1134_11.region001|GC_DNA--Entryname=siderophore--OS=length=74643--SMASHregion=region001--NR=3"	siderophore	749.700667347	0.999278209961	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1091_30.region001|GC_DNA--Entryname=linaridin--OS=length=25868--SMASHregion=region001--NR=1"	linaridin	118.953973879	0.518399604841	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_57.c00001_NODE_1_...region001|GC_DNA--Entryname=hserlactone--OS=1_length_795204_cov_358_675687--SMASHregion=region001--NR=1"	hserlactone	123.966572478	0.756890049318	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_332.c01223_NODE_14...region001|GC_DNA--Entryname=NRPS-like--OS=1447_length_1187_cov_2_714664--SMASHregion=region001--NR=1"	NRPS-like	155.87365327	0.887952822241	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1289_29.region001|GC_DNA--Entryname=RiPP-like--OS=length=6037--SMASHregion=region001--NR=1"	RiPP-like	134.648781631	0.708525133493	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_57.c00002_NODE_3_...region001|GC_DNA--Entryname=T3PKS--OS=3_length_445042_cov_409_067415--SMASHregion=region001--NR=1"	T3PKS	84.9598580721	0.512120476075	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_301.c00004_NODE_4_...region002|GC_DNA--Entryname=NAPAA--OS=4_length_291839_cov_14_744767--SMASHregion=region002--NR=2--BG=2"	NAPAA	193.146087923	0.739377354049	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK948_6.region001|GC_DNA--Entryname=NAPAA--OS=length=136162--SMASHregion=region001--NR=23--BG=6"	NAPAA	459.898954743	0.573918428736	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1255_2.region002|GC_DNA--Entryname=T3PKS:terpene--OS=length=567860--SMASHregion=region002--NR=3--BG=2"	T3PKS:terpene	163.206374375	0.728075807989	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	13711.324839	0.995477761226	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1091_5.region001|GC_DNA--Entryname=siderophore--OS=length=62267--SMASHregion=region001--NR=1"	siderophore	93.4999550481	0.591673469388	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK719_26.region001|GC_DNA--Entryname=ectoine--OS=length=32085--SMASHregion=region001--NR=61"	ectoine	159.698000887	0.759448515233	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1134_5.region001|GC_DNA--Entryname=terpene--OS=length=198942--SMASHregion=region001--NR=2"	terpene	822.793467354	0.999525954018	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_301.c00001_NODE_1_...region001|GC_DNA--Entryname=terpene--OS=1_length_668715_cov_13_827398--SMASHregion=region001--NR=2--BG=2"	terpene	142.568591391	0.70118412983	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_57.c00002_NODE_3_...region002|GC_DNA--Entryname=RiPP-like--OS=3_length_445042_cov_409_067415--SMASHregion=region002--NR=1"	RiPP-like	115.289363614	0.597563986503	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_57.c00003_NODE_5_...region001|GC_DNA--Entryname=siderophore--OS=5_length_303378_cov_455_989721--SMASHregion=region001--NR=1"	siderophore	189.158848199	0.867582344313	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_305.c00011_NODE_24...region002|GC_DNA--Entryname=terpene--OS=24_length_73055_cov_17_542562--SMASHregion=region002--NR=9"	terpene	344.387206015	0.900268250623	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1116_5.region001|GC_DNA--Entryname=T3PKS--OS=length=153525--SMASHregion=region001--NR=8--BG=2"	T3PKS	802.35627253	0.992394112695	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK930_6.region001|GC_DNA--Entryname=terpene--OS=length=149627--SMASHregion=region001--NR=2"	terpene	80.2920432909	0.605064991127	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1306_1.region001|GC_DNA--Entryname=RRE-containing--OS=length=105342--SMASHregion=region001--NR=55"	RRE-containing	74.9633145571	0.506614862539	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_244.c00002_NODE_2_...region001|GC_DNA--Entryname=T3PKS--OS=2_length_773651_cov_54_561986_pilon--SMASHregion=region001--NR=3"	T3PKS	84.9536676178	0.521239647342	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_45.c00101_NODE_12...region001|GC_DNA--Entryname=T3PKS--OS=12420_length_3989_cov_8_805033--SMASHregion=region001--NR=1"	T3PKS	256.211188698	0.896715968915	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_332.c01355_NODE_15...region001|GC_DNA--Entryname=NRPS-like--OS=1592_length_1151_cov_2_041971--SMASHregion=region001--NR=1"	NRPS-like	214.331915936	0.85751520417	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_332.c00824_NODE_99...region001|GC_DNA--Entryname=T1PKS--OS=995_length_1348_cov_2_487239--SMASHregion=region001--NR=1"	T1PKS	248.369259729	0.781899109792	S027	Sebaceous_Al
LKMB002-1-84_S83	"gb|SMGC_606.c00001_NODE_2_...region001|GC_DNA--Entryname=lanthipeptide-class-ii--OS=2_length_237111_cov_42_297942--SMASHregion=region001--NR=1"	lanthipeptide-class-ii	747.130061241	0.697408773723	S009	Moist_Na
LKMB002-1-84_S83	"gb|LK523_3.region001|GC_DNA--Entryname=NRPS--OS=length=263405--SMASHregion=region001--NR=7"	NRPS	230.837062883	0.612034602663	S009	Moist_Na
LKMB002-1-84_S83	"gb|LK948_6.region002|GC_DNA--Entryname=terpene--OS=length=136162--SMASHregion=region002--NR=4"	terpene	3056.59781519	0.859018021853	S009	Moist_Na
LKMB002-1-84_S83	"gb|LK1137_29.region001|GC_DNA--Entryname=RiPP-like--OS=length=9633--SMASHregion=region001--NR=1"	RiPP-like	573.185802514	0.56347266881	S009	Moist_Na
LKMB002-1-84_S83	"gb|SMGC_86.c00019_NODE_19...region001|GC_DNA--Entryname=NRPS--OS=19_length_32311_cov_19_310376_pilon--SMASHregion=region001--NR=5"	NRPS	5004.04379308	0.999969050788	S009	Moist_Na
LKMB002-1-84_S83	"gb|LK948_6.region001|GC_DNA--Entryname=NAPAA--OS=length=136162--SMASHregion=region001--NR=23--BG=6"	NAPAA	3772.15286187	0.917956884603	S009	Moist_Na
LKMB002-1-84_S83	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	463.799629841	0.890561821664	S009	Moist_Na
LKMB002-1-84_S83	"gb|LK1134_5.region001|GC_DNA--Entryname=terpene--OS=length=198942--SMASHregion=region001--NR=2"	terpene	233.497366314	0.614363593269	S009	Moist_Na
LKMN002-3-84_S283	"gb|LK441_6.region001|GC_DNA--Entryname=betalactone--OS=length=52972--SMASHregion=region001--NR=58"	betalactone	153.686677281	0.977567705672	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_278.c00258_NODE_48...region001|GC_DNA--Entryname=RiPP-like--OS=489_length_3853_cov_3_462085--SMASHregion=region001--NR=2"	RiPP-like	282.803419727	0.999480923955	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1147_1.region001|GC_DNA--Entryname=terpene--OS=length=100600--SMASHregion=region001--NR=62--BG=3"	terpene	193.587645242	0.976489975282	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1137_29.region001|GC_DNA--Entryname=RiPP-like--OS=length=9633--SMASHregion=region001--NR=1"	RiPP-like	67.2093772967	0.543022508039	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_332.c01839_NODE_21...region001|GC_DNA--Entryname=siderophore--OS=2118_length_1035_cov_1_927551--SMASHregion=region001--NR=1"	siderophore	60.2416067091	0.731400966184	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK553_16.region001|GC_DNA--Entryname=RRE-containing--OS=length=37995--SMASHregion=region001--NR=1"	RRE-containing	50.7013846978	0.600709555345	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK430_33.region001|GC_DNA--Entryname=NAPAA--OS=length=26564--SMASHregion=region001--NR=64--BG=4"	NAPAA	153.90689274	0.947635898208	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK941_25.region001|GC_DNA--Entryname=RRE-containing--OS=length=34065--SMASHregion=region001--NR=1"	RRE-containing	129.021939211	0.95649704142	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1382_15.region001|GC_DNA--Entryname=siderophore--OS=length=40529--SMASHregion=region001--NR=56"	siderophore	158.285817754	0.96595133491	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1134_11.region001|GC_DNA--Entryname=siderophore--OS=length=74643--SMASHregion=region001--NR=3"	siderophore	24.5258010656	0.556018926939	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_323.c00006_NODE_8_...region001|GC_DNA--Entryname=NRPS--OS=8_length_215305_cov_22_908832--SMASHregion=region001--NR=1"	NRPS	799.916002803	0.999673827955	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1091_30.region001|GC_DNA--Entryname=linaridin--OS=length=25868--SMASHregion=region001--NR=1"	linaridin	99.7260765194	0.653577014901	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_616.c00005_NODE_28...region002|GC_DNA--Entryname=T3PKS--OS=28_length_169121_cov_16_447328--SMASHregion=region002--NR=3"	T3PKS	155.537486773	0.705588192455	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_616.c00006_NODE_30...region001|GC_DNA--Entryname=NRPS--OS=30_length_166244_cov_14_474815--SMASHregion=region001--NR=3"	NRPS	235.294809058	0.766882010059	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_332.c01223_NODE_14...region001|GC_DNA--Entryname=NRPS-like--OS=1447_length_1187_cov_2_714664--SMASHregion=region001--NR=1"	NRPS-like	530.276942436	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	40075.2330004	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1091_5.region001|GC_DNA--Entryname=siderophore--OS=length=62267--SMASHregion=region001--NR=1"	siderophore	96.9485915551	0.788897959184	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK719_26.region001|GC_DNA--Entryname=ectoine--OS=length=32085--SMASHregion=region001--NR=61"	ectoine	241.886595723	0.984284612418	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_323.c00001_NODE_1_...region001|GC_DNA--Entryname=terpene--OS=1_length_532521_cov_17_641827--SMASHregion=region001--NR=3"	terpene	684.547175789	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1306_1.region001|GC_DNA--Entryname=RRE-containing--OS=length=105342--SMASHregion=region001--NR=55"	RRE-containing	113.020468061	0.898686863719	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_332.c01355_NODE_15...region001|GC_DNA--Entryname=NRPS-like--OS=1592_length_1151_cov_2_041971--SMASHregion=region001--NR=1"	NRPS-like	420.465030816	0.947002606429	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_332.c00824_NODE_99...region001|GC_DNA--Entryname=T1PKS--OS=995_length_1348_cov_2_487239--SMASHregion=region001--NR=1"	T1PKS	497.778515802	0.998516320475	S033	Sebaceous_Al
LKMN002-3-37_S240	"gb|LK1289_14.region001|GC_DNA--Entryname=T1PKS--OS=length=68367--SMASHregion=region001--NR=22--BG=11"	T1PKS	1486.1849285	0.918777188487	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK441_6.region001|GC_DNA--Entryname=betalactone--OS=length=52972--SMASHregion=region001--NR=58"	betalactone	19.8303155457	0.603270311702	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_469.c00008_NODE_30...region001|GC_DNA--Entryname=ectoine--OS=301_length_19483_cov_10_547972--SMASHregion=region001--NR=1"	ectoine	17.91956439	0.50645969919	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_338.c00005_NODE_15...region001|GC_DNA--Entryname=T3PKS--OS=15_length_192404_cov_121_628982--SMASHregion=region001--NR=4"	T3PKS	411.006591734	0.879051249059	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_10.c00018_NODE_24...region001|GC_DNA--Entryname=RiPP-like--OS=245_length_42369_cov_62_743702--SMASHregion=region001--NR=1"	RiPP-like	385.490978658	0.700571895425	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK523_3.region001|GC_DNA--Entryname=NRPS--OS=length=263405--SMASHregion=region001--NR=7"	NRPS	125.536659557	0.971609702315	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK1147_1.region001|GC_DNA--Entryname=terpene--OS=length=100600--SMASHregion=region001--NR=62--BG=3"	terpene	19.6836802929	0.577039274924	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK948_6.region002|GC_DNA--Entryname=terpene--OS=length=136162--SMASHregion=region002--NR=4"	terpene	279.043141365	0.62359869448	S028	Moist_Um
