sample	bgc	bgc_class	rpkm_norm	coverage	sample_subject	sample_bodysite
LKMN002-3-90_S289	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	10.1562955467	0.919016196761	S033	Moist_Um
LKMN002-3-90_S289	"gb|LK719_26.region001|GC_DNA--Entryname=ectoine--OS=length=32085--SMASHregion=region001--NR=61"	ectoine	10.6572644427	1.0	S033	Moist_Um
LKMN002-3-90_S289	"gb|LK1134_5.region001|GC_DNA--Entryname=terpene--OS=length=198942--SMASHregion=region001--NR=2"	terpene	10.0386308522	1.0	S033	Moist_Um
LKMN002-3-90_S289	"gb|SMGC_305.c00011_NODE_24...region002|GC_DNA--Entryname=terpene--OS=24_length_73055_cov_17_542562--SMASHregion=region002--NR=9"	terpene	10.5023637027	1.0	S033	Moist_Um
LKMN002-3-90_S289	"gb|LK1306_1.region001|GC_DNA--Entryname=RRE-containing--OS=length=105342--SMASHregion=region001--NR=55"	RRE-containing	8.1134034771	1.0	S033	Moist_Um
LKMN002-3-90_S289	"gb|LK1093_1.region001|GC_DNA--Entryname=terpene--OS=length=120367--SMASHregion=region001--NR=4"	terpene	8.48659441748	1.0	S033	Moist_Um
LKMB002-2-053_S144	"gb|LK523_3.region001|GC_DNA--Entryname=NRPS--OS=length=263405--SMASHregion=region001--NR=7"	NRPS	14.1746222712	1.0	S019	Moist_Na
LKMB002-2-053_S144	"gb|LK1137_29.region001|GC_DNA--Entryname=RiPP-like--OS=length=9633--SMASHregion=region001--NR=1"	RiPP-like	10.6128096497	1.0	S019	Moist_Na
LKMB002-2-053_S144	"gb|LK1134_11.region001|GC_DNA--Entryname=siderophore--OS=length=74643--SMASHregion=region001--NR=3"	siderophore	13.3148108348	1.0	S019	Moist_Na
LKMB002-2-053_S144	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	11.3389340205	0.867626474705	S019	Moist_Na
LKMB002-2-053_S144	"gb|LK1134_5.region001|GC_DNA--Entryname=terpene--OS=length=198942--SMASHregion=region001--NR=2"	terpene	11.6773363129	1.0	S019	Moist_Na
LKMB002-2-053_S144	"gb|LK1116_5.region001|GC_DNA--Entryname=T3PKS--OS=length=153525--SMASHregion=region001--NR=8--BG=2"	T3PKS	12.3968197276	1.0	S019	Moist_Na
LKMN002-3-23_S226	"gb|SMGC_159.c00185_NODE_28...region001|GC_DNA--Entryname=NAPAA--OS=2868_length_3131_cov_15_989597--SMASHregion=region001--NR=1"	NAPAA	6.90294794345	0.908277404922	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK441_6.region001|GC_DNA--Entryname=betalactone--OS=length=52972--SMASHregion=region001--NR=58"	betalactone	8.86470156609	0.800227660785	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_278.c00258_NODE_48...region001|GC_DNA--Entryname=RiPP-like--OS=489_length_3853_cov_3_462085--SMASHregion=region001--NR=2"	RiPP-like	11.8586583241	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK523_3.region001|GC_DNA--Entryname=NRPS--OS=length=263405--SMASHregion=region001--NR=7"	NRPS	10.916707096	0.998464544947	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1137_29.region001|GC_DNA--Entryname=RiPP-like--OS=length=9633--SMASHregion=region001--NR=1"	RiPP-like	9.93764663121	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_487.c00091_NODE_68...region001|GC_DNA--Entryname=NRPS--OS=6838_length_7811_cov_20_252837--SMASHregion=region001--NR=3"	NRPS	10.6708754908	0.833887043189	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_219.c00003_NODE_15...region001|GC_DNA--Entryname=lanthipeptide-class-i--OS=15_length_169860_cov_14_661771--SMASHregion=region001--NR=1"	lanthipeptide-class-i	9.3568057231	0.878663003663	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1015_2.region003|GC_DNA--Entryname=terpene--OS=length=791793--SMASHregion=region003--NR=3"	terpene	6.49133107972	0.952380952381	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1255_4.region001|GC_DNA--Entryname=NRPS--OS=length=286024--SMASHregion=region001--NR=2"	NRPS	8.8876991839	0.97851262732	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK952_6.region001|GC_DNA--Entryname=RiPP-like--OS=length=186537--SMASHregion=region001--NR=1"	RiPP-like	5.78633823276	0.8	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1134_11.region001|GC_DNA--Entryname=siderophore--OS=length=74643--SMASHregion=region001--NR=3"	siderophore	10.3161761474	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_332.c01223_NODE_14...region001|GC_DNA--Entryname=NRPS-like--OS=1447_length_1187_cov_2_714664--SMASHregion=region001--NR=1"	NRPS-like	10.6833405384	0.889451476793	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	15.2858229221	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK719_26.region001|GC_DNA--Entryname=ectoine--OS=length=32085--SMASHregion=region001--NR=61"	ectoine	5.20256345723	0.935483870968	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1134_5.region001|GC_DNA--Entryname=terpene--OS=length=198942--SMASHregion=region001--NR=2"	terpene	8.50017820433	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK942_3.region001|GC_DNA--Entryname=ectoine--OS=length=155801--SMASHregion=region001--NR=24--BG=4"	ectoine	5.51622640236	0.834666666667	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_305.c00011_NODE_24...region002|GC_DNA--Entryname=terpene--OS=24_length_73055_cov_17_542562--SMASHregion=region002--NR=9"	terpene	6.86654842605	0.874429223744	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|LK1116_5.region001|GC_DNA--Entryname=T3PKS--OS=length=153525--SMASHregion=region001--NR=8--BG=2"	T3PKS	5.8632345675	1.0	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_45.c00101_NODE_12...region001|GC_DNA--Entryname=T3PKS--OS=12420_length_3989_cov_8_805033--SMASHregion=region001--NR=1"	T3PKS	9.93523006993	0.952870608398	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_332.c01355_NODE_15...region001|GC_DNA--Entryname=NRPS-like--OS=1592_length_1151_cov_2_041971--SMASHregion=region001--NR=1"	NRPS-like	11.1425708276	0.912612612613	S027	Sebaceous_Al
LKMN002-3-23_S226	"gb|SMGC_332.c00824_NODE_99...region001|GC_DNA--Entryname=T1PKS--OS=995_length_1348_cov_2_487239--SMASHregion=region001--NR=1"	T1PKS	11.3551232984	0.784226190476	S027	Sebaceous_Al
LKMB002-1-84_S83	"gb|LK948_6.region002|GC_DNA--Entryname=terpene--OS=length=136162--SMASHregion=region002--NR=4"	terpene	13.6469807016	1.0	S009	Moist_Na
LKMB002-1-84_S83	"gb|SMGC_86.c00019_NODE_19...region001|GC_DNA--Entryname=NRPS--OS=19_length_32311_cov_19_310376_pilon--SMASHregion=region001--NR=5"	NRPS	14.2221068411	1.0	S009	Moist_Na
LKMB002-1-84_S83	"gb|LK948_6.region001|GC_DNA--Entryname=NAPAA--OS=length=136162--SMASHregion=region001--NR=23--BG=6"	NAPAA	14.2476199135	0.958045535943	S009	Moist_Na
LKMB002-1-84_S83	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	12.3273820773	0.929214157169	S009	Moist_Na
LKMN002-3-84_S283	"gb|SMGC_159.c00185_NODE_28...region001|GC_DNA--Entryname=NAPAA--OS=2868_length_3131_cov_15_989597--SMASHregion=region001--NR=1"	NAPAA	6.88986345572	0.823266219239	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK441_6.region001|GC_DNA--Entryname=betalactone--OS=length=52972--SMASHregion=region001--NR=58"	betalactone	11.9619804668	0.998292544109	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_278.c00258_NODE_48...region001|GC_DNA--Entryname=RiPP-like--OS=489_length_3853_cov_3_462085--SMASHregion=region001--NR=2"	RiPP-like	10.8270099195	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_323.c00006_NODE_8_...region001|GC_DNA--Entryname=NRPS--OS=8_length_215305_cov_22_908832--SMASHregion=region001--NR=1"	NRPS	12.7645043583	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1147_1.region001|GC_DNA--Entryname=terpene--OS=length=100600--SMASHregion=region001--NR=62--BG=3"	terpene	8.95562590902	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK430_33.region001|GC_DNA--Entryname=NAPAA--OS=length=26564--SMASHregion=region001--NR=64--BG=4"	NAPAA	10.6266724845	0.984281437126	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK941_25.region001|GC_DNA--Entryname=RRE-containing--OS=length=34065--SMASHregion=region001--NR=1"	RRE-containing	8.25739615545	0.971555555556	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1382_15.region001|GC_DNA--Entryname=siderophore--OS=length=40529--SMASHregion=region001--NR=56"	siderophore	10.0049593454	0.9825708061	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_616.c00006_NODE_30...region001|GC_DNA--Entryname=NRPS--OS=30_length_166244_cov_14_474815--SMASHregion=region001--NR=3"	NRPS	10.2076628556	0.77090812392	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_332.c01223_NODE_14...region001|GC_DNA--Entryname=NRPS-like--OS=1447_length_1187_cov_2_714664--SMASHregion=region001--NR=1"	NRPS-like	15.0049145899	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	19.3985018983	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK719_26.region001|GC_DNA--Entryname=ectoine--OS=length=32085--SMASHregion=region001--NR=61"	ectoine	9.76601573755	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|LK1306_1.region001|GC_DNA--Entryname=RRE-containing--OS=length=105342--SMASHregion=region001--NR=55"	RRE-containing	7.18844400044	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_332.c01355_NODE_15...region001|GC_DNA--Entryname=NRPS-like--OS=1592_length_1151_cov_2_041971--SMASHregion=region001--NR=1"	NRPS-like	14.6701658505	1.0	S033	Sebaceous_Al
LKMN002-3-84_S283	"gb|SMGC_332.c00824_NODE_99...region001|GC_DNA--Entryname=T1PKS--OS=995_length_1348_cov_2_487239--SMASHregion=region001--NR=1"	T1PKS	14.9136754008	1.0	S033	Sebaceous_Al
LKMN002-3-37_S240	"gb|LK1289_14.region001|GC_DNA--Entryname=T1PKS--OS=length=68367--SMASHregion=region001--NR=22--BG=11"	T1PKS	13.4608638047	0.946455026455	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_159.c00185_NODE_28...region001|GC_DNA--Entryname=NAPAA--OS=2868_length_3131_cov_15_989597--SMASHregion=region001--NR=1"	NAPAA	6.36392164566	0.770533716842	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK523_3.region001|GC_DNA--Entryname=NRPS--OS=length=263405--SMASHregion=region001--NR=7"	NRPS	10.0975897856	0.992741485204	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_271.c00005_NODE_7_...region001|GC_DNA--Entryname=NAPAA--OS=7_length_80448_cov_18_672434--SMASHregion=region001--NR=4"	NAPAA	12.1742391528	1.0	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_243.c00044_NODE_44...region001|GC_DNA--Entryname=RiPP-like--OS=44_length_11953_cov_27_288565_pilon--SMASHregion=region001--NR=1"	RiPP-like	9.32508248791	0.816666666667	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK1255_4.region001|GC_DNA--Entryname=NRPS--OS=length=286024--SMASHregion=region001--NR=2"	NRPS	8.79986111679	0.862983117064	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK1134_11.region001|GC_DNA--Entryname=siderophore--OS=length=74643--SMASHregion=region001--NR=3"	siderophore	9.51113074073	0.948967193196	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK444_9.region001|GC_DNA--Entryname=NAPAA--OS=length=103391--SMASHregion=region001--NR=4"	NAPAA	11.3318148138	0.969337289812	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK946_11.region001|GC_DNA--Entryname=T1PKS--OS=length=84987--SMASHregion=region001--NR=11--BG=11"	T1PKS	13.3758105332	0.9440267335	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	11.5137207325	1.0	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK1134_5.region001|GC_DNA--Entryname=terpene--OS=length=198942--SMASHregion=region001--NR=2"	terpene	10.5799283854	1.0	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK434_2.region002|GC_DNA--Entryname=NRPS--OS=length=610517--SMASHregion=region002--NR=1"	NRPS	9.88114614697	0.995420811622	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_305.c00011_NODE_24...region002|GC_DNA--Entryname=terpene--OS=24_length_73055_cov_17_542562--SMASHregion=region002--NR=9"	terpene	13.0714772312	1.0	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK1116_5.region001|GC_DNA--Entryname=T3PKS--OS=length=153525--SMASHregion=region001--NR=8--BG=2"	T3PKS	7.45961922954	0.940017137961	S028	Moist_Um
LKMN002-3-37_S240	"gb|LK1306_1.region001|GC_DNA--Entryname=RRE-containing--OS=length=105342--SMASHregion=region001--NR=55"	RRE-containing	4.45162310866	0.834834834835	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_244.c00002_NODE_2_...region001|GC_DNA--Entryname=T3PKS--OS=2_length_773651_cov_54_561986_pilon--SMASHregion=region001--NR=3"	T3PKS	10.8297601793	1.0	S028	Moist_Um
LKMN002-3-37_S240	"gb|SMGC_332.c00824_NODE_99...region001|GC_DNA--Entryname=T1PKS--OS=995_length_1348_cov_2_487239--SMASHregion=region001--NR=1"	T1PKS	10.932073518	0.796130952381	S028	Moist_Um
LKMB002-1-64_S63	"gb|LK441_6.region001|GC_DNA--Entryname=betalactone--OS=length=52972--SMASHregion=region001--NR=58"	betalactone	10.9926499123	1.0	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK523_3.region001|GC_DNA--Entryname=NRPS--OS=length=263405--SMASHregion=region001--NR=7"	NRPS	10.1945816395	0.978084868788	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK1147_1.region001|GC_DNA--Entryname=terpene--OS=length=100600--SMASHregion=region001--NR=62--BG=3"	terpene	8.57050120139	1.0	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK1137_29.region001|GC_DNA--Entryname=RiPP-like--OS=length=9633--SMASHregion=region001--NR=1"	RiPP-like	8.73338486498	1.0	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_332.c01839_NODE_21...region001|GC_DNA--Entryname=siderophore--OS=2118_length_1035_cov_1_927551--SMASHregion=region001--NR=1"	siderophore	11.4433240178	0.855384615385	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK1255_4.region001|GC_DNA--Entryname=NRPS--OS=length=286024--SMASHregion=region001--NR=2"	NRPS	9.96942778103	0.964978373099	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK430_33.region001|GC_DNA--Entryname=NAPAA--OS=length=26564--SMASHregion=region001--NR=64--BG=4"	NAPAA	9.74000413308	0.961327345309	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK941_25.region001|GC_DNA--Entryname=RRE-containing--OS=length=34065--SMASHregion=region001--NR=1"	RRE-containing	6.6089143942	0.833777777778	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_20.c00006_NODE_19...region002|GC_DNA--Entryname=lanthipeptide-class-v--OS=19_length_133285_cov_20_362313--SMASHregion=region002--NR=1"	lanthipeptide-class-v	8.36927631654	0.960301163587	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_162.c00310_NODE_81...region001|GC_DNA--Entryname=NRPS-like--OS=811_length_1891_cov_2_919935--SMASHregion=region001--NR=1"	NRPS-like	6.99964288124	0.755634638197	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK952_6.region001|GC_DNA--Entryname=RiPP-like--OS=length=186537--SMASHregion=region001--NR=1"	RiPP-like	6.87923977733	1.0	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK930_10.region001|GC_DNA--Entryname=NAPAA--OS=length=107990--SMASHregion=region001--NR=2"	NAPAA	8.6764765587	0.909019607843	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK1382_15.region001|GC_DNA--Entryname=siderophore--OS=length=40529--SMASHregion=region001--NR=56"	siderophore	9.65703545509	0.944444444444	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK1134_11.region001|GC_DNA--Entryname=siderophore--OS=length=74643--SMASHregion=region001--NR=3"	siderophore	8.98429719131	0.84123126772	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_332.c01223_NODE_14...region001|GC_DNA--Entryname=NRPS-like--OS=1447_length_1187_cov_2_714664--SMASHregion=region001--NR=1"	NRPS-like	12.215046512	0.97805907173	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_213.c00040_NODE_11...region001|GC_DNA--Entryname=NRPS-like:NRPS--OS=118_length_18796_cov_13_068940--SMASHregion=region001--NR=3"	NRPS-like:NRPS	11.8861728814	1.0	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK719_26.region001|GC_DNA--Entryname=ectoine--OS=length=32085--SMASHregion=region001--NR=61"	ectoine	8.72608740932	1.0	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK1134_5.region001|GC_DNA--Entryname=terpene--OS=length=198942--SMASHregion=region001--NR=2"	terpene	8.08382777528	0.907762557078	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK1116_5.region001|GC_DNA--Entryname=T3PKS--OS=length=153525--SMASHregion=region001--NR=8--BG=2"	T3PKS	7.43886318793	0.94087403599	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK930_6.region001|GC_DNA--Entryname=terpene--OS=length=149627--SMASHregion=region001--NR=2"	terpene	7.44078617934	0.882214369847	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|LK1306_1.region001|GC_DNA--Entryname=RRE-containing--OS=length=105342--SMASHregion=region001--NR=55"	RRE-containing	6.70490188654	1.0	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_244.c00002_NODE_2_...region001|GC_DNA--Entryname=T3PKS--OS=2_length_773651_cov_54_561986_pilon--SMASHregion=region001--NR=3"	T3PKS	8.06494483684	0.985507246377	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_45.c00101_NODE_12...region001|GC_DNA--Entryname=T3PKS--OS=12420_length_3989_cov_8_805033--SMASHregion=region001--NR=1"	T3PKS	9.43709171681	0.824335904027	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_332.c01355_NODE_15...region001|GC_DNA--Entryname=NRPS-like--OS=1592_length_1151_cov_2_041971--SMASHregion=region001--NR=1"	NRPS-like	12.2898369294	0.87027027027	S008	Rarely_Moist_Af
LKMB002-1-64_S63	"gb|SMGC_332.c00824_NODE_99...region001|GC_DNA--Entryname=T1PKS--OS=995_length_1348_cov_2_487239--SMASHregion=region001--NR=1"	T1PKS	12.3224253802	0.924851190476	S008	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK1289_14.region001|GC_DNA--Entryname=T1PKS--OS=length=68367--SMASHregion=region001--NR=22--BG=11"	T1PKS	7.49432984532	0.915978835979	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|SMGC_538.c00020_NODE_31...region001|GC_DNA--Entryname=RiPP-like--OS=316_length_25246_cov_60_547259--SMASHregion=region001--NR=1"	RiPP-like	7.87988418949	0.953168044077	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK441_6.region001|GC_DNA--Entryname=betalactone--OS=length=52972--SMASHregion=region001--NR=58"	betalactone	9.63094456026	0.997913109467	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|SMGC_278.c00258_NODE_48...region001|GC_DNA--Entryname=RiPP-like--OS=489_length_3853_cov_3_462085--SMASHregion=region001--NR=2"	RiPP-like	10.6882839161	1.0	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK1045_40.region001|GC_DNA--Entryname=ectoine--OS=length=28831--SMASHregion=region001--NR=9--BG=2"	ectoine	5.59353967777	1.0	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK1270_7.region001|GC_DNA--Entryname=NAPAA--OS=length=83691--SMASHregion=region001--NR=20--BG=2"	NAPAA	6.30358593741	0.804761904762	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK523_3.region001|GC_DNA--Entryname=NRPS--OS=length=263405--SMASHregion=region001--NR=7"	NRPS	7.80307298688	0.965242881072	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK1147_1.region001|GC_DNA--Entryname=terpene--OS=length=100600--SMASHregion=region001--NR=62--BG=3"	terpene	7.12966320924	1.0	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK1137_29.region001|GC_DNA--Entryname=RiPP-like--OS=length=9633--SMASHregion=region001--NR=1"	RiPP-like	6.7895290896	1.0	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|SMGC_332.c01839_NODE_21...region001|GC_DNA--Entryname=siderophore--OS=2118_length_1035_cov_1_927551--SMASHregion=region001--NR=1"	siderophore	9.92813004804	0.935384615385	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK1015_2.region003|GC_DNA--Entryname=terpene--OS=length=791793--SMASHregion=region003--NR=3"	terpene	5.10414277187	0.753968253968	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK1255_4.region001|GC_DNA--Entryname=NRPS--OS=length=286024--SMASHregion=region001--NR=2"	NRPS	6.96296078295	0.855309055393	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK430_33.region001|GC_DNA--Entryname=NAPAA--OS=length=26564--SMASHregion=region001--NR=64--BG=4"	NAPAA	9.10675389922	0.982784431138	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK941_25.region001|GC_DNA--Entryname=RRE-containing--OS=length=34065--SMASHregion=region001--NR=1"	RRE-containing	6.62660057603	0.991111111111	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|SMGC_163.c00167_NODE_26...region001|GC_DNA--Entryname=RiPP-like--OS=263_length_1865_cov_10_556354--SMASHregion=region001--NR=14--BG=2"	RiPP-like	10.1328368878	0.809281267685	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|LK1382_15.region001|GC_DNA--Entryname=siderophore--OS=length=40529--SMASHregion=region001--NR=56"	siderophore	8.2286170685	0.906318082789	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|SMGC_475.c00064_NODE_19...region001|GC_DNA--Entryname=betalactone--OS=1968_length_12081_cov_13_310660--SMASHregion=region001--NR=1"	betalactone	8.0324670249	0.934040047114	S005	Rarely_Moist_Af
LKMB002-1-39_S43	"gb|SMGC_121.c00006_NODE_80...region001|GC_DNA--Entryname=NRPS-like--OS=80_length_56640_cov_61_640841--SMASHregion=region001--NR=1"	NRPS-like	6.52306929685	0.844398340249	S005	Rarely_Moist_Af
